Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Cardinia,3808,Beaconsfield Upper,A Crimes against the person,A20 Assault and related offences,3,4,,1
Latrobe,3870,Boolarra,B Property and deception offences,B40 Theft,3,7,,4
Greater Bendigo,3515,Marong,A Crimes against the person,Other crimes against the person,3,,,
Boroondara,3103,Deepdene,A Crimes against the person,A20 Assault and related offences,3,4,,1
Whitehorse,3128,Box Hill,B Property and deception offences,B10 Arson,3,4,,1
Ararat,3379,Willaura,B Property and deception offences,B40 Theft,3,6,,3
Yarriambiack,3388,Rupanyup,A Crimes against the person,A20 Assault and related offences,3,2,,-1
Merri-bek,3044,Pascoe Vale,A Crimes against the person,A50 Robbery,3,2,,-1
South Gippsland,3956,Venus Bay,A Crimes against the person,Other crimes against the person,3,2,,-1
Moonee Valley,3041,Essendon Fields,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,,,
Greater Dandenong,3175,Dandenong,F Other offences,F20 Transport regulation offences,3,7,,4
Brimbank,3021,Kings Park,B Property and deception offences,B10 Arson,3,4,,1
Casey,3975,Lyndhurst,C Drug offences,C30 Drug use and possession,3,3,,0
Casey,3975,Lyndhurst,C Drug offences,C30 Drug use and possession,3,1,,-2
Moonee Valley,3041,Essendon North,A Crimes against the person,Other crimes against the person,3,3,,0
East Gippsland,3882,Nicholson,C Drug offences,C30 Drug use and possession,3,3,,0
Hepburn,3364,Allendale,B Property and deception offences,B40 Theft,3,,,
Baw Baw,3833,Noojee,A Crimes against the person,A20 Assault and related offences,3,5,,2
Maroondah,3135,Heathmont,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,3,,0
Casey,3977,Cranbourne East,D Public order and security offences,D20 Disorderly and offensive conduct,3,1,,-2
Melton,3427,Diggers Rest,B Property and deception offences,B50 Deception,3,8,,5
South Gippsland,3946,Bena,A Crimes against the person,A20 Assault and related offences,3,,,
Bayside,3193,Beaumaris,E Justice procedures offences,E10 Justice procedures,3,1,,-2
Cardinia,3812,Nar Nar Goon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,2,,-1
Banyule,3081,Heidelberg Heights,D Public order and security offences,D20 Disorderly and offensive conduct,3,5,,2
Greater Bendigo,3550,Flora Hill,D Public order and security offences,D30 Public nuisance offences,3,1,,-2
Yarriambiack,3488,Speed,D Public order and security offences,D20 Disorderly and offensive conduct,3,,,
Greater Bendigo,3551,Lockwood,B Property and deception offences,B40 Theft,3,4,,1
Wyndham,3027,Williams Landing,D Public order and security offences,D10 Weapons and explosives offences,3,1,,-2
Murrindindi,3777,Toolangi,D Public order and security offences,D30 Public nuisance offences,3,,,
Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,3,2,,-1
Horsham,3401,Haven,B Property and deception offences,B20 Property damage,3,5,,2
Hepburn,3461,Drummond,B Property and deception offences,B40 Theft,3,2,,-1
Frankston,3977,Sandhurst,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,1,,-2
Hepburn,3364,Newlyn,A Crimes against the person,A20 Assault and related offences,3,,,
Wellington,3860,Briagolong,B Property and deception offences,B10 Arson,3,2,,-1
Swan Hill,3549,Robinvale,B Property and deception offences,B10 Arson,3,10,,7
Kingston,3195,Parkdale,C Drug offences,C10 Drug dealing and trafficking,3,3,,0
Pyrenees,3373,Beaufort,A Crimes against the person,Other crimes against the person,3,1,,-2
Moira,3644,Yarroweyah,B Property and deception offences,B50 Deception,3,,,
South Gippsland,3954,Koonwarra,B Property and deception offences,B20 Property damage,3,,,
Casey,3177,Eumemmerring,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,7,,4
Whittlesea,3064,Donnybrook,B Property and deception offences,B50 Deception,3,12,,9
Wellington,3858,Heyfield,D Public order and security offences,D10 Weapons and explosives offences,3,6,,3
Hobsons Bay,3025,Altona North,A Crimes against the person,A50 Robbery,3,5,,2
Mildura,3496,Cardross,A Crimes against the person,A20 Assault and related offences,3,2,,-1
Casey,3977,Cranbourne South,D Public order and security offences,D10 Weapons and explosives offences,3,3,,0
Hepburn,3460,Daylesford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,5,,2
Glenelg,3305,Heathmere,D Public order and security offences,D10 Weapons and explosives offences,3,,,
Maribyrnong,3013,Yarraville,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,3,,0
Yarra Ranges,3115,Wonga Park,B Property and deception offences,B40 Theft,3,13,,10
Yarra Ranges,3115,Wonga Park,B Property and deception offences,B40 Theft,3,4,,1
Yarra Ranges,3115,Wonga Park,B Property and deception offences,B40 Theft,3,4,,1
Manningham,3134,Warrandyte South,B Property and deception offences,B30 Burglary/Break and enter,3,2,,-1
Hindmarsh,3414,Dimboola,B Property and deception offences,B50 Deception,3,2,,-1
Moira,3644,Koonoomoo,A Crimes against the person,Other crimes against the person,3,,,
Buloke,3525,Charlton,B Property and deception offences,B20 Property damage,3,6,,3
Melton,3337,Toolern Vale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,4,,1
Wyndham,3024,Wyndham Vale,D Public order and security offences,D20 Disorderly and offensive conduct,3,7,,4
Corangamite,3260,Camperdown,C Drug offences,C10 Drug dealing and trafficking,3,,,
Ballarat,3350,Mount Pleasant,C Drug offences,C30 Drug use and possession,3,2,,-1
Yarra Ranges,3160,Belgrave,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,6,,3
Maroondah,3136,Croydon South,D Public order and security offences,D10 Weapons and explosives offences,3,4,,1
Surf Coast,3231,Aireys Inlet,E Justice procedures offences,E20 Breaches of orders,3,,,
Baw Baw,3831,Neerim South,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,2,,-1
Monash,3166,Hughesdale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,9,,6
Melton,3029,Truganina,B Property and deception offences,B10 Arson,3,3,,0
Melton,3029,Truganina,B Property and deception offences,B10 Arson,3,2,,-1
Gannawarra,3568,Mead,A Crimes against the person,A20 Assault and related offences,3,,,
Melbourne,3141,South Yarra,A Crimes against the person,Other crimes against the person,3,44,,41
Melbourne,3141,South Yarra,A Crimes against the person,Other crimes against the person,3,4,,1
Hume,3047,Dallas,C Drug offences,C10 Drug dealing and trafficking,3,1,,-2
Merri-bek,3046,Hadfield,C Drug offences,C20 Cultivate or manufacture drugs,3,5,,2
Whittlesea,3750,Wollert,D Public order and security offences,D20 Disorderly and offensive conduct,3,2,,-1
Yarra Ranges,3159,Selby,B Property and deception offences,B50 Deception,3,1,,-2
Mount Alexander,3451,Campbells Creek,A Crimes against the person,Other crimes against the person,3,4,,1
Cardinia,3815,Bunyip,A Crimes against the person,Other crimes against the person,3,7,,4
Loddon,3537,Boort,B Property and deception offences,B40 Theft,3,1,,-2
Wodonga,3691,Baranduda,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,,,
Yarra Ranges,3139,Wandin North,A Crimes against the person,Other crimes against the person,3,10,,7
Melton,3338,Exford,B Property and deception offences,B40 Theft,3,4,,1
Horsham,3401,Bungalally,B Property and deception offences,B40 Theft,3,,,
Wellington,3860,Maffra,B Property and deception offences,B10 Arson,3,1,,-2
South Gippsland,3967,Hedley,B Property and deception offences,B20 Property damage,3,,,
Melton,3335,Bonnie Brook,D Public order and security offences,D10 Weapons and explosives offences,3,5,,2
Golden Plains,3351,Scarsdale,B Property and deception offences,B30 Burglary/Break and enter,3,3,,0
Greater Geelong,3218,Herne Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,4,,1
Melton,3338,Eynesbury,B Property and deception offences,B20 Property damage,3,7,,4
Ballarat,3357,Buninyong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,1,,-2
Moorabool,3352,Leigh Creek,A Crimes against the person,A20 Assault and related offences,3,3,,0
Wyndham,3030,Werribee South,A Crimes against the person,Other crimes against the person,3,5,,2
Yarra Ranges,3775,Yarra Glen,B Property and deception offences,B10 Arson,3,2,,-1
Maroondah,3135,Heathmont,A Crimes against the person,A50 Robbery,3,1,,-2
Greater Geelong,3217,Armstrong Creek,E Justice procedures offences,E10 Justice procedures,3,6,,3
Greater Bendigo,3550,East Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,3,,0
Darebin,3083,Kingsbury,D Public order and security offences,D30 Public nuisance offences,3,,,
Maribyrnong,3011,Seddon,C Drug offences,C20 Cultivate or manufacture drugs,3,2,,-1
Colac-Otway,3254,Cororooke,E Justice procedures offences,E20 Breaches of orders,3,3,,0
Campaspe,3620,Lancaster,B Property and deception offences,B40 Theft,3,3,,0
Campaspe,3620,Lancaster,B Property and deception offences,B40 Theft,3,1,,-2
Latrobe,3825,Moe South,B Property and deception offences,B40 Theft,3,1,,-2
Loddon,3575,Pyramid Hill,A Crimes against the person,A20 Assault and related offences,3,2,,-1
Melton,3037,Hillside,E Justice procedures offences,E10 Justice procedures,3,12,,9
Melton,3037,Hillside,E Justice procedures offences,E10 Justice procedures,3,3,,0
Wellington,3971,Alberton,E Justice procedures offences,E20 Breaches of orders,3,,,
Whittlesea,3082,Mill Park,C Drug offences,C10 Drug dealing and trafficking,3,4,,1
Hepburn,3461,Hepburn,A Crimes against the person,A20 Assault and related offences,3,,,
Glenelg,3311,Casterton,B Property and deception offences,B50 Deception,3,4,,1
South Gippsland,3956,Tarwin Lower,A Crimes against the person,A20 Assault and related offences,3,2,,-1
Yarra Ranges,3139,Seville,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,1,,-2
Golden Plains,3331,Bannockburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,1,,-2
Manningham,3111,Donvale,C Drug offences,C20 Cultivate or manufacture drugs,3,1,,-2
Yarra Ranges,3139,Launching Place,A Crimes against the person,Other crimes against the person,3,4,,1
Wellington,3858,Glenmaggie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,1,,-2
Campaspe,3564,Echuca,B Property and deception offences,B10 Arson,3,10,,7
Glen Eira,3162,Caulfield,E Justice procedures offences,E10 Justice procedures,3,1,,-2
Stonnington,3146,Glen Iris,C Drug offences,C30 Drug use and possession,3,5,,2
Stonnington,3146,Glen Iris,C Drug offences,C30 Drug use and possession,3,4,,1
Greater Geelong,3226,Ocean Grove,E Justice procedures offences,E10 Justice procedures,3,1,,-2
Wangaratta,3678,Wangaratta South,E Justice procedures offences,E20 Breaches of orders,3,1,,-2
Hume,3064,Roxburgh Park,A Crimes against the person,A50 Robbery,3,6,,3
Yarra Ranges,3770,Coldstream,A Crimes against the person,Other crimes against the person,3,2,,-1
Boroondara,3104,Balwyn North,D Public order and security offences,D30 Public nuisance offences,3,9,,6
Boroondara,3104,Balwyn North,D Public order and security offences,D30 Public nuisance offences,3,1,,-2
Manningham,3109,Doncaster East,E Justice procedures offences,E10 Justice procedures,3,9,,6
Boroondara,3102,Kew East,C Drug offences,C30 Drug use and possession,3,5,,2
Buloke,3482,Watchem,B Property and deception offences,B40 Theft,3,1,,-2
Greater Dandenong,3175,Dandenong South,C Drug offences,C20 Cultivate or manufacture drugs,3,4,,1
Mildura,3494,Colignan,E Justice procedures offences,E20 Breaches of orders,3,1,,-2
Bayside,3192,Cheltenham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,30,,27
Mornington Peninsula,3943,Sorrento,E Justice procedures offences,E10 Justice procedures,3,1,,-2
Ararat,3375,Buangor,B Property and deception offences,B20 Property damage,3,3,,0
Whitehorse,3125,Burwood,A Crimes against the person,A50 Robbery,3,6,,3
Whitehorse,3125,Burwood,A Crimes against the person,A50 Robbery,3,1,,-2
Golden Plains,3333,Meredith,B Property and deception offences,B20 Property damage,3,3,,0
Bass Coast,3995,Wonthaggi,C Drug offences,C20 Cultivate or manufacture drugs,3,6,,3
Nillumbik,3095,Eltham North,B Property and deception offences,B20 Property damage,3,6,,3
Nillumbik,3095,Eltham North,B Property and deception offences,B20 Property damage,3,3,,0
Wyndham,3024,Mount Cottrell,B Property and deception offences,B20 Property damage,3,4,,1
Wyndham,3024,Mount Cottrell,B Property and deception offences,B20 Property damage,3,4,,1
Wellington,3851,Longford,B Property and deception offences,B20 Property damage,3,5,,2
Greater Bendigo,3556,Sailors Gully,A Crimes against the person,Other crimes against the person,3,1,,-2
Yarra Ranges,3770,Coldstream,B Property and deception offences,B30 Burglary/Break and enter,3,10,,7
Benalla,3725,Stewarton,B Property and deception offences,B40 Theft,3,1,,-2
Loddon,3537,Boort,B Property and deception offences,B50 Deception,3,,,
Yarra Ranges,3796,Mount Evelyn,B Property and deception offences,B10 Arson,3,11,,8
Whittlesea,3752,South Morang,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,5,,2
East Gippsland,3875,Eastwood,A Crimes against the person,Other crimes against the person,3,3,,0
Whittlesea,3753,Beveridge,C Drug offences,C30 Drug use and possession,3,11,,8
Whittlesea,3753,Beveridge,C Drug offences,C30 Drug use and possession,3,1,,-2
Ararat,3381,Pomonal,A Crimes against the person,A20 Assault and related offences,3,1,,-2
East Gippsland,3888,Bendoc,B Property and deception offences,B20 Property damage,3,,,
Greater Shepparton,3631,Shepparton East,B Property and deception offences,B20 Property damage,3,2,,-1
Horsham,3400,Horsham,F Other offences,F90 Miscellaneous offences,3,6,,3
Greater Geelong,3218,Fyansford,E Justice procedures offences,E20 Breaches of orders,3,5,,2
Casey,3177,Eumemmerring,C Drug offences,C20 Cultivate or manufacture drugs,3,,,
Yarriambiack,3395,Beulah,E Justice procedures offences,E20 Breaches of orders,3,3,,0
Mornington Peninsula,3943,Sorrento,D Public order and security offences,D20 Disorderly and offensive conduct,3,4,,1
Moira,3637,Waaia,B Property and deception offences,B30 Burglary/Break and enter,3,4,,1
Moyne,3275,Mailors Flat,B Property and deception offences,B30 Burglary/Break and enter,3,1,,-2
Golden Plains,3331,Bannockburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,6,,3
Horsham,3401,Drung,B Property and deception offences,B30 Burglary/Break and enter,3,1,,-2
Ballarat,3352,Magpie,B Property and deception offences,B30 Burglary/Break and enter,3,4,,1
Mansfield,3723,Jamieson,B Property and deception offences,B40 Theft,3,2,,-1
Queenscliffe,3225,Point Lonsdale,B Property and deception offences,B20 Property damage,3,4,,1
Queenscliffe,3225,Point Lonsdale,B Property and deception offences,B20 Property damage,3,2,,-1
Yarra Ranges,3770,Gruyere,A Crimes against the person,A20 Assault and related offences,3,9,,6
Brimbank,3037,Delahey,A Crimes against the person,A50 Robbery,3,,,
Yarra Ranges,3775,Dixons Creek,A Crimes against the person,A20 Assault and related offences,3,3,,0
Frankston,3911,Langwarrin South,B Property and deception offences,B50 Deception,3,3,,0
East Gippsland,3909,Toorloo Arm,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,3,,0
Ballarat,3350,Redan,C Drug offences,C20 Cultivate or manufacture drugs,3,1,,-2
Glen Eira,3204,Bentleigh,C Drug offences,C20 Cultivate or manufacture drugs,3,4,,1
