Region,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Metro Inner,Fitzroy North,F Other offences,F20 Transport regulation offences,1,1,0.0,0
,Millbrook,C Drug offences,C30 Drug use and possession,1,1,0.0,0
,Wunghnu,B Property and deception offences,B40 Theft,1,6,0.0,5
,Tooborac,A Crimes against the person,Other crimes against the person,1,,0.0,
,Fumina,B Property and deception offences,B10 Arson,1,,0.0,
Other,Long Gully,C Drug offences,C10 Drug dealing and trafficking,1,1,0.0,0
,Koroit,D Public order and security offences,D20 Disorderly and offensive conduct,1,3,0.0,2
Other,Nichols Point,B Property and deception offences,B10 Arson,1,,0.0,
,Werrimull,C Drug offences,C30 Drug use and possession,1,,0.0,
,Glengarry North,B Property and deception offences,B10 Arson,1,,0.0,
,Whorouly,A Crimes against the person,A20 Assault and related offences,1,2,0.0,1
Other,Queenscliff,F Other offences,F20 Transport regulation offences,1,,0.0,
Metro Outer North,Campbellfield,F Other offences,F30 Other government regulatory offences,1,1,0.0,0
,Gilderoy,B Property and deception offences,B20 Property damage,1,,0.0,
,Park Orchards,E Justice procedures offences,E10 Justice procedures,1,2,0.0,1
,Willow Grove,C Drug offences,C30 Drug use and possession,1,,0.0,
,Dockers Plains,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Tyntynder South,B Property and deception offences,B40 Theft,1,,0.0,
,Yuroke,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Springfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,0.0,
,Vectis,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
Other,Spring Gully,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
Other,Terang,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,2,0.0,1
,Glenisla,B Property and deception offences,B50 Deception,1,,0.0,
,Waranga Shores,E Justice procedures offences,E20 Breaches of orders,1,5,0.0,4
,Harkaway,A Crimes against the person,A20 Assault and related offences,1,2,0.0,1
,Tallangatta Valley,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Marysville,F Other offences,F90 Miscellaneous offences,1,1,0.0,0
Metro Inner East,Burwood East,F Other offences,F20 Transport regulation offences,1,,0.0,
,Gherang,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,0.0,
,Shepparton East,C Drug offences,C20 Cultivate or manufacture drugs,1,1,0.0,0
,Laceby,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Gre Gre North,A Crimes against the person,Other crimes against the person,1,,0.0,
Metro Outer South,Fingal,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Icy Creek,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
Other,North Shore,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
,Arthurs Creek,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Birregurra,B Property and deception offences,B50 Deception,1,2,0.0,1
,Concongella,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
,Crossley,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Wy Yung,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
Metro Inner,South Melbourne CBD,F Other offences,F20 Transport regulation offences,1,2,0.0,1
,Dennington,D Public order and security offences,D30 Public nuisance offences,1,1,0.0,0
,Castle Donnington,B Property and deception offences,B40 Theft,1,,0.0,
Metro Inner East,Box Hill North,E Justice procedures offences,E10 Justice procedures,1,3,0.0,2
,Red Hill,B Property and deception offences,B10 Arson,1,,0.0,
,Barrys Reef,B Property and deception offences,B10 Arson,1,1,0.0,0
,Marraweeney,B Property and deception offences,B20 Property damage,1,,0.0,
,Kaarimba,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Olinda,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
,Gheringhap,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Bridgewater On Loddon,C Drug offences,C30 Drug use and possession,1,,0.0,
,Teesdale,A Crimes against the person,Other crimes against the person,1,1,0.0,0
Other,Winchelsea,E Justice procedures offences,E10 Justice procedures,1,4,0.0,3
,Tresco,B Property and deception offences,B40 Theft,1,1,0.0,0
,Hopetoun,C Drug offences,C30 Drug use and possession,1,,0.0,
,Noorat East,B Property and deception offences,B40 Theft,1,,0.0,
,Point Lonsdale,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Ghin Ghin,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Barfold,B Property and deception offences,B10 Arson,1,,0.0,
,Black Range,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,0.0,
,Koornalla,B Property and deception offences,B20 Property damage,1,,0.0,
,Darriman,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Macclesfield,B Property and deception offences,B10 Arson,1,2,0.0,1
,Essendon West,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
,Burnbank,A Crimes against the person,A20 Assault and related offences,1,2,0.0,1
,Graytown,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
,Dennington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,3,0.0,2
,Argyle,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Woomelang,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Nar Nar Goon North,C Drug offences,C30 Drug use and possession,1,1,0.0,0
,Wildwood,A Crimes against the person,Other crimes against the person,1,,0.0,
,Myers Flat,B Property and deception offences,B50 Deception,1,,0.0,
,Penshurst,A Crimes against the person,Other crimes against the person,1,2,0.0,1
,Goongerah,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Pitfield,B Property and deception offences,B40 Theft,1,,0.0,
,Bemm River,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
Metro Inner East,Box Hill South,B Property and deception offences,B10 Arson,1,1,0.0,0
,Newbridge,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
,Invergordon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,0.0,0
,Bolinda,B Property and deception offences,B10 Arson,1,,0.0,
,Invergordon,B Property and deception offences,B10 Arson,1,1,0.0,0
,Drouin West,E Justice procedures offences,E10 Justice procedures,1,,0.0,
,Moorngag,B Property and deception offences,B10 Arson,1,,0.0,
,Yanakie,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Eldorado,A Crimes against the person,A20 Assault and related offences,1,3,0.0,2
,Teesdale,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
Other,Kialla West,B Property and deception offences,B30 Burglary/Break and enter,1,3,0.0,2
,Lismore,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Thoona,A Crimes against the person,Other crimes against the person,1,,0.0,
,Nerrena,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
Metro Inner,Ripponlea,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
Other,Maffra,D Public order and security offences,D20 Disorderly and offensive conduct,1,4,0.0,3
Other,Nhill,D Public order and security offences,D20 Disorderly and offensive conduct,1,1,0.0,0
,Warrandyte South,A Crimes against the person,A20 Assault and related offences,1,,0.0,
,Tarrawingee,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Barnawartha,E Justice procedures offences,E20 Breaches of orders,1,10,0.0,9
,Winslow,B Property and deception offences,B20 Property damage,1,2,0.0,1
,Parwan,B Property and deception offences,B10 Arson,1,1,0.0,0
,Kellalac,E Justice procedures offences,E20 Breaches of orders,1,1,0.0,0
,Strath Creek,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Bungal,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
,Woodstock On Loddon,B Property and deception offences,B40 Theft,1,1,0.0,0
Other,Port Fairy,E Justice procedures offences,E10 Justice procedures,1,6,0.0,5
,Katamatite,B Property and deception offences,B10 Arson,1,1,0.0,0
Metro Outer South,Bittern,D Public order and security offences,D10 Weapons and explosives offences,1,3,0.0,2
Metro Inner West,Altona Meadows,F Other offences,F90 Miscellaneous offences,1,,0.0,
Metro Outer South,Narre Warren South,F Other offences,F20 Transport regulation offences,1,,0.0,
Metro Outer East,Upwey,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,5,0.0,4
,Kewell,B Property and deception offences,B40 Theft,1,1,0.0,0
,Runnymede,B Property and deception offences,B40 Theft,1,,0.0,
,Belgrave South,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
Metro Outer South,Mount Martha,B Property and deception offences,B10 Arson,1,,0.0,
,Cabarita,E Justice procedures offences,E20 Breaches of orders,1,3,0.0,2
,Piggoreet,B Property and deception offences,B40 Theft,1,,0.0,
,Derrinallum,B Property and deception offences,B40 Theft,1,5,0.0,4
,Eildon,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,2,0.0,1
Other,Tatura,C Drug offences,C10 Drug dealing and trafficking,1,1,0.0,0
,Woorinen South,B Property and deception offences,B10 Arson,1,1,0.0,0
,Maldon,B Property and deception offences,B20 Property damage,1,2,0.0,1
,Llowalong,B Property and deception offences,B50 Deception,1,,0.0,
,Walpa,C Drug offences,C30 Drug use and possession,1,,0.0,
,Nowa Nowa,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
,Athlone,B Property and deception offences,B20 Property damage,1,1,0.0,0
,Cullulleraine,A Crimes against the person,Other crimes against the person,1,,0.0,
,Everton Upper,B Property and deception offences,B10 Arson,1,,0.0,
Other,Gateway Island,E Justice procedures offences,E20 Breaches of orders,1,,0.0,
,Wilsons Promontory,A Crimes against the person,Other crimes against the person,1,3,0.0,2
,Meeniyan,C Drug offences,C30 Drug use and possession,1,,0.0,
,Bridgewater On Loddon,B Property and deception offences,B20 Property damage,1,1,0.0,0
Metro Outer South,Pearcedale,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
,Nariel Valley,B Property and deception offences,B20 Property damage,1,1,0.0,0
,Glen Wills,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
Metro Inner East,Vermont South,A Crimes against the person,A50 Robbery,1,4,0.0,3
Other,Myrtleford,C Drug offences,C20 Cultivate or manufacture drugs,1,1,0.0,0
,Nullawarre North,B Property and deception offences,B50 Deception,1,,0.0,
Metro Inner,Docklands,F Other offences,F10 Regulatory driving offences,1,1,0.0,0
Other,Colac,F Other offences,F10 Regulatory driving offences,1,,0.0,
,Parwan,A Crimes against the person,Other crimes against the person,1,,0.0,
Metro Inner North,Watsonia North,C Drug offences,C10 Drug dealing and trafficking,1,,0.0,
Other,Waurn Ponds,F Other offences,F90 Miscellaneous offences,1,,0.0,
,Concongella,B Property and deception offences,B40 Theft,1,,0.0,
Metro Outer East,Mount Dandenong,A Crimes against the person,Other crimes against the person,1,3,0.0,2
,Macclesfield,D Public order and security offences,D10 Weapons and explosives offences,1,,0.0,
Other,Robinvale,B Property and deception offences,B60 Bribery,1,,0.0,
Other,Irymple,C Drug offences,C20 Cultivate or manufacture drugs,1,1,0.0,0
,Jeparit,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,0.0,0
,Kanagulk,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
Other,Cape Woolamai,B Property and deception offences,B10 Arson,1,,0.0,
,Moorooduc,D Public order and security offences,D10 Weapons and explosives offences,1,3,0.0,2
Metro Outer South,Cranbourne North,D Public order and security offences,D20 Disorderly and offensive conduct,1,4,0.0,3
Other,Buninyong,C Drug offences,C30 Drug use and possession,1,2,0.0,1
,Teesdale,C Drug offences,C30 Drug use and possession,1,,0.0,
,Stony Creek,A Crimes against the person,Other crimes against the person,1,,0.0,
,Glenmaggie,A Crimes against the person,A20 Assault and related offences,1,2,0.0,1
,Toolleen,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,0.0,
Metro Outer North,Dallas,D Public order and security offences,D30 Public nuisance offences,1,2,0.0,1
Metro Inner East,Mont Albert North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Cottles Bridge,E Justice procedures offences,E20 Breaches of orders,1,2,0.0,1
,Weerite,B Property and deception offences,B20 Property damage,1,,0.0,
,Tremont,B Property and deception offences,B30 Burglary/Break and enter,1,1,0.0,0
Metro Outer South,Noble Park North,F Other offences,F20 Transport regulation offences,1,,0.0,
Metro Inner,Southbank,F Other offences,F10 Regulatory driving offences,1,,0.0,
,Majorca,B Property and deception offences,B50 Deception,1,,0.0,
,Gowanbrae,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,6,0.0,5
,Nariel Valley,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
Metro Outer South,Tyabb,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Olinda,C Drug offences,C30 Drug use and possession,1,4,0.0,3
,Willaura North,B Property and deception offences,B40 Theft,1,,0.0,
,Fairhaven,B Property and deception offences,B30 Burglary/Break and enter,1,,0.0,
Metro Outer South,Narre Warren South,C Drug offences,C10 Drug dealing and trafficking,1,3,0.0,2
,Sutton Grange,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Coldstream,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Bolwarra,C Drug offences,C20 Cultivate or manufacture drugs,1,,0.0,
,Winchelsea South,B Property and deception offences,B50 Deception,1,,0.0,
,Ranceby,E Justice procedures offences,E20 Breaches of orders,1,2,0.0,1
,Monomeith,A Crimes against the person,A20 Assault and related offences,1,1,0.0,0
,Carngham,A Crimes against the person,Other crimes against the person,1,,0.0,
,Toorloo Arm,A Crimes against the person,Other crimes against the person,1,,0.0,
,Strathallan,E Justice procedures offences,E10 Justice procedures,1,1,0.0,0
,Goornong,D Public order and security offences,D30 Public nuisance offences,1,,0.0,
Metro Inner West,Keilor Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,2,0.0,1
,Whorouly,D Public order and security offences,D10 Weapons and explosives offences,1,1,0.0,0
,Double Bridges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,0.0,
,Derrinallum,D Public order and security offences,D20 Disorderly and offensive conduct,1,,0.0,
,Barunah Park,B Property and deception offences,B30 Burglary/Break and enter,1,2,0.0,1
,Rainbow,B Property and deception offences,B50 Deception,1,3,0.0,2
,East Warburton,B Property and deception offences,B50 Deception,1,,0.0,
,Kialla East,B Property and deception offences,B20 Property damage,1,,0.0,
